BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2,12000,1000,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,8000,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
1,3000,500,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,20000,1200,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
1,9000,450,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
3,13000,950,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1,7000,350,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
1,9000,450,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
1,9000,550,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2,10000,300,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
3,15000,1250,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,7000,700,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,8000,812,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2,8000,550,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,5000,500,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,14000,320,1,Carpet Area,Kolkata,Furnished,Bachelors,1,Contact Owner
2,5000,600,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,5000,420,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
3,12000,1100,0,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
1,3200,220,3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,8500,700,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,16000,1200,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2,14000,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1,8000,300,0,Carpet Area,Kolkata,Furnished,Bachelors,1,Contact Agent
2,7000,650,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,8000,600,1,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
1,3000,350,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,3800,500,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
1,6500,400,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,20000,1750,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,30000,1600,3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1,8000,300,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,14000,1100,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,7200,830,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,7000,600,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,7000,500,1,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2,7500,900,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,8500,1250,0,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner
2,12000,700,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
1,8500,850,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2,9500,550,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,7500,550,0,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2,12000,1200,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,20000,1100,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2,8500,650,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,20000,1050,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2,6000,960,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,5500,650,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1,7000,550,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,7000,500,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,6500,450,3,Super Area,Kolkata,Unfurnished,Family,1,Contact Owner
2,10000,850,1,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
1,5200,300,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2,13000,1000,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,7000,500,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,12000,756,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,15000,1000,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,5000,150,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,8000,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,8000,700,2,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
1,5000,420,3,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,10000,800,0,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2,12000,288,2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,8000,900,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2,21000,850,1,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
1,5000,350,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,9000,600,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,8000,1600,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2,7000,986,2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
3,35000,1330,1,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
3,15000,1300,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,6200,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,9900,800,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,7000,850,0,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
1,5000,322,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2,6500,800,0,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
4,40000,1500,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
3,40000,3500,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,12000,957,1,Carpet Area,Kolkata,Furnished,Bachelors,2,Contact Owner
1,6500,850,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,10000,900,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2,15000,600,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,5000,350,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,7000,800,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,6000,320,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,15000,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,10000,700,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2,22000,1200,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,8500,750,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,35000,1200,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,7000,450,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,8500,1430,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,6000,450,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
4,35000,800,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
1,6000,400,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,8000,650,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,5000,450,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,6000,600,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,15000,1200,1,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner
2,9000,700,3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
1,5000,300,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
3,8000,1200,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
3,35000,1300,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
1,5500,400,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
3,35000,1320,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2,11000,1000,0,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2,10000,700,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,6500,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2,6000,900,0,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
3,36125,1700,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2,6800,600,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,8500,850,1,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner
2,5000,550,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
1,6500,650,0,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
1,6500,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,4500,475,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,6000,200,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
1,10000,400,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
1,12000,500,0,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Agent
2,12000,550,2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2,12000,800,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,9000,1000,2,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
1,5000,400,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
1,6000,300,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2,5500,450,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,5500,450,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,8500,1100,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1,5000,450,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,23000,1100,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2,5500,650,2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,8500,780,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
3,22000,1100,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,5500,800,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,7000,500,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,5000,400,3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
1,5000,450,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,6500,550,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2,8000,600,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,5500,200,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,6000,500,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,5500,450,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,10000,1050,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
3,10000,1000,2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2,10000,1200,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,12000,1100,1,Super Area,Kolkata,Semi-Furnished,Family,2,Contact Owner
1,5200,220,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,4000,350,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,30000,1100,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,5146,800,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,12000,950,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,7000,1200,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,8500,700,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,7000,500,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,9500,570,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,8000,650,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,15000,1200,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
5,22500,960,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2,12500,1250,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,34000,120,2,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
3,14000,950,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,9500,600,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2,7000,750,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,20000,1200,3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1,6500,400,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,7500,600,0,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2,6500,700,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,9500,850,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,1800,500,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,7500,650,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,10000,800,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,15000,830,3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2,7000,600,0,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2,6000,800,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,14000,1200,0,Super Area,Kolkata,Semi-Furnished,Family,2,Contact Owner
2,22000,1000,0,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2,18000,750,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2,10000,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2,6000,1200,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2,10000,750,4,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,10000,1500,11,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,5000,300,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,10000,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,7000,450,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
4,10000,1200,5,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2,6000,500,11,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,18000,900,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,8000,460,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2,8000,530,2,Super Area,Kolkata,Semi-Furnished,Family,1,Contact Owner
2,13000,650,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,20000,700,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2,6000,400,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,12000,1000,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1,10000,400,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2,14000,700,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2,10000,850,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2,10500,558,3,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2,6000,800,3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,12000,900,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
3,14000,1600,1,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
1,3700,150,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
3,40000,1600,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
3,25000,1000,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,2200,700,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,3300,175,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1,5000,450,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,60000,1700,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors,3,Contact Agent
2,6000,425,2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3,7000,900,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
1,5000,400,4,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2,11000,600,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2,10000,721,3,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
3,22000,1150,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
3,65000,2210,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2,7500,675,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2,45000,1320,Lower,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
1,5000,250,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2,12000,720,0,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
5,25000,1880,2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
3,18000,850,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,25000,1050,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1,25000,320,2,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,70000,750,4,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1,45000,450,7,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
3,75000,1100,2,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent
1,14000,640,6,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
1,60000,650,4,Super Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2,160000,800,14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
4,300000,1600,43,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
1,22000,460,2,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
4,130000,1650,13,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
1,33000,480,2,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
1,32000,500,1,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent
1,30000,490,2,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
1,49000,620,2,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2,28000,518,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,33500,700,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,85000,777,18,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,35000,650,6,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
3,270000,1800,3,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
5,400000,2308,17,Carpet Area,Mumbai,Furnished,Family,5,Contact Agent
1,21000,425,11,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,150000,890,7,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner
1,22000,270,14,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,100000,850,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2,60000,888,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,8000,650,Upper,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
1,20000,275,19,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2,20000,700,3,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
1,25000,375,1,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
1,14000,424,3,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,19411,400,8,Super Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
1,23000,450,6,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
4,190000,2079,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2,32000,586,0,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,68000,610,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
1,30000,488,Upper,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,110000,1200,60,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,44000,722,34,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,20000,450,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
1,25000,500,2,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,40000,680,5,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent
2,43000,1150,14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,44000,830,2,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent
1,75000,550,5,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
1,32000,470,6,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
1,16000,410,9,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
2,65000,710,11,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,45000,750,12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,57000,800,6,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,27000,435,3,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,57000,500,26,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,55000,800,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1,40000,540,2,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
2,95000,1050,25,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
